nombre_ies,codigo_ies,ies_padre,registro_unico,codigo_snies_programa,nombre_programa,estado_programa,nivel_academico,modalidad,reconocimiento_ministerio,municipio,departamento,metodologia,area_conocimiento,nucleo_basico_conocimiento,creditos,duracion,periodicidad_admision,fecha_registro,fecha_vencimiento,url_detalle,raw_html,timestamp_extraccion,fuente
UNIVERSIDAD SANTO TOMAS,1704,1704,1029,116269,MAESTRÍA EN INNOVACIÓN,Activo,Posgrado,Virtual,Registro calificado,Medellín,Antioquia,,Sin información,Sin clasificar,46.0,3,Trimestral,2023-09-01,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.176994+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1704,1704,1014,116150,MAESTRÍA EN INTELIGENCIA DE NEGOCIOS,Activo,Posgrado,Virtual,Registro calificado,Medellín,Antioquia,,"Economía, administración, contaduría y afines",Administración,46.0,3,Trimestral,2023-09-01,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.177116+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1704,1704,,116485,MAESTRÍA EN PATOLOGÍA DE LA CONSTRUCCIÓN,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,38.0,3,Semestral,2024-02-29,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.177232+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1704,1704,,116020,MAESTRÍA EN PEDAGOGÍAS CRÍTICAS E INTERVENCIÓN SOCIOEDUCATIVA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias de la educación,Educación,36.0,3,Trimestral,2023-02-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.177353+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1704,1704,,116028,MAESTRÍA EN TECNOLOGÍA E INNOVACIÓN EDUCATIVA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias de la educación,Educación,36.0,3,Trimestral,2023-02-13,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.177473+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1704,1704,,116012,MAESTRÍA EN TEOLOGÍA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,"Filosofía, teología y afines",45.0,4,Semestral,2023-03-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.177589+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1704,1704,,116792,PROFESIONAL EN INNOVACIÓN EDUCATIVA,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,125.0,8,Semestral,2024-04-11,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.177705+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,12206,ESPECIALIZACION EN ADMINISTRACION DEPORTIVA,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Economía, administración, contaduría y afines",Administración,25.0,2,Trimestral,2020-11-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.177979+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,116528,ESPECIALIZACIÓN EN CONTABILIDAD FINANCIERA INTERNACIONAL,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Sin información,Sin clasificar,25.0,2,Trimestral,2023-12-12,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.178136+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,1881,118647,ESPECIALIZACIÓN EN DERECHO CONSTITUCIONAL,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Ciencias sociales y humanas,Derecho y afines,25.0,2,Semestral,2026-01-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.178258+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,4243,ESPECIALIZACION EN FINANZAS PUBLICAS,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Economía, administración, contaduría y afines",Economía,26.0,2,Cuatrimestral,2021-08-19,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.178377+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,110356,ESPECIALIZACION EN GERENCIA DE LA INTERNACIONALIZACION EMPRESARIAL,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Economía, administración, contaduría y afines",Administración,25.0,2,Semestral,2021-07-14,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.178496+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,116261,ESPECIALIZACIÓN EN GERENCIA DE LA PRODUCTIVIDAD Y DE LAS OPERACIONES LOGÍSTICAS,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Sin información,Sin clasificar,26.0,2,Semestral,2023-11-30,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.178615+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,116392,ESPECIALIZACIÓN EN MODELACIÓN Y COORDINACIÓN BIM DE EDIFICACIONES Y OBRAS CIVILES,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería civil y afines,23.0,2,Trimestral,2023-12-01,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.178734+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,110264,ESPECIALIZACIÓN EN NEGOCIOS GLOBALES E INNOVACIÓN,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Economía, administración, contaduría y afines",Administración,25.0,2,Semestral,2021-03-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.178864+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,4142,ESPECIALIZACION EN SEGURIDAD SOCIAL,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Ciencias sociales y humanas,Derecho y afines,25.0,2,Trimestral,1998-03-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.179025+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,108473,ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería química y afines,24.0,2,Trimestral,2019-11-14,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.179189+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,115887,MAESTRIA EN ADMINISTRACIÓN - MBA,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Sin información,Sin clasificar,39.0,3,Semestral,2024-05-03,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.179327+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,107184,MAESTRÍA EN AGRONEGOCIOS,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Economía, administración, contaduría y afines",Administración,38.0,3,Semestral,2025-02-25,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.179461+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,116620,MAESTRÍA EN ANÁLISIS DE DATOS Y SISTEMAS INTELIGENTES,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Sin información,Sin clasificar,43.0,3,Semestral,2023-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.179642+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,116206,MAESTRÍA EN CIENCIAS CONTABLES Y FINANCIERAS,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Sin información,Sin clasificar,42.0,3,Semestral,2023-09-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.179781+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,116203,MAESTRÍA EN COMPETITIVIDAD E INNOVACIÓN EMPRESARIAL,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Economía, administración, contaduría y afines",Administración,45.0,4,Semestral,2023-07-05,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.180055+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,117278,MAESTRÍA EN CONSTRUCCIÓN Y ARQUITECTURA SOSTENIBLE,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Sin información,Sin clasificar,38.0,3,Semestral,2024-10-02,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.180220+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,105883,MAESTRÍA EN DERECHO TRIBUTARIO,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Ciencias sociales y humanas,Derecho y afines,36.0,3,Semestral,2023-11-09,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.180361+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,107172,MAESTRÍA EN DIRECCIÓN Y GESTIÓN DE PROYECTOS,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,"Ingeniería, arquitectura, urbanismo y afines",Ingeniería química y afines,48.0,4,Trimestral,2018-07-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.180496+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,101754,MAESTRÍA EN EDUCACIÓN AMBIENTAL,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Ciencias de la educación,Educación,34.0,3,Semestral,2025-11-25,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.180635+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD SANTO TOMAS,1705,1704,,105708,MAESTRÍA EN RECONCILIACIÓN Y CONVIVENCIA,Activo,Posgrado,Virtual,Registro calificado,Bucaramanga,Santander,,Ciencias sociales y humanas,"Ciencia política, relaciones internacionales",36.0,3,Semestral,2023-02-28,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.180770+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,116785,ESPECIALIZACIÓN EN COMPLIANCE Y GESTIÓN DE RIESGOS,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Contaduría pública,25.0,2,Por cohorte,2024-03-22,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.180920+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,117694,ESPECIALIZACIÓN EN ECONOMÍAS ALTERNATIVAS PARA EL FORTALECIMIENTO DEL TEJIDO SOCIOTERRITORIAL,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Economía,24.0,2,Semestral,2025-03-12,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.181062+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,108351,ESPECIALIZACIÓN EN ENSEÑANZA DE ESPAÑOL COMO LENGUA EXTRANJERA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,"Lenguas modernas, literatura, linguística y afines",20.0,2,Semestral,2019-09-23,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.181203+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,116910,ESPECIALIZACIÓN EN INVESTIGACIÓN FORENSE DE VIOLACIONES DE DERECHOS HUMANOS,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,Antropología y artes liberales,24.0,3,Por cohorte,2024-06-11,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.181339+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,111102,ESPECIALIZACIÓN EN SOSTENIBILIDAD DE INSTITUCIONES CULTURALES,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,"Sociología, trabajo social y afines",25.0,3,Anual,2023-07-04,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.181477+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,94,111058,ESPECIALIZACIÓN EN TURISMO Y COMUNICACIÓN: NARRATIVAS Y EXPERIENCIAS TURÍSTICAS CONTEMPORÁNEAS,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,"Comunicación social, periodismo y afines",24.0,3,Anual,2022-05-10,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.181749+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,116922,MAESTRIA EN DERECHO DE LA EMPRESA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,43.0,4,Por cohorte,2024-06-13,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.181896+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,116914,MAESTRÍA EN ECONOMÍA DEL TURISMO,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,40.0,3,Anual,2024-06-11,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182039+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,117445,MAESTRÍA EN HISTORIA ECONÓMICA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Economía,40.0,3,Anual,2024-11-05,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182161+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,101370,MAESTRÍA EN PLANIFICACIÓN Y GESTIÓN DEL TURISMO,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,"Geografía, historia",48.0,3,Anual,2026-02-14,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182276+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,108738,MAESTRÍA EN REGULACIÓN ENERGÉTICA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,Derecho y afines,47.0,2,Semestral,2020-01-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182398+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD EXTERNADO DE COLOMBIA,1706,1706,,102529,"MAESTRÍA VIRTUAL EN TRIBUTACIÓN INTERNACIONAL, COMERCIO EXTERIOR Y ADUANAS",Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,Derecho y afines,51.0,2,Anual,2013-05-27,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182514+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,105713,ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Administración,136.0,8,Semestral,2016-07-26,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182633+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,108295,ESPECIALIZACIÓN EN DERECHO DEL MEDIO AMBIENTE,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,Derecho y afines,24.0,2,Trimestral,2026-03-02,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182756+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116331,ESPECIALIZACIÓN EN DERECHO Y NUEVAS TECNOLOGÍAS,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,24.0,2,Trimestral,2024-01-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.182892+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116947,ESPECIALIZACIÓN EN DISEÑO Y CREACIÓN CON INTELIGENCIA ARTIFICIAL,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Bellas artes,Otros programas asociados a bellas artes,24.0,2,Trimestral,2024-06-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183026+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,117074,ESPECIALIZACIÓN EN EVALUACIÓN DE IMPACTO AMBIENTAL,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Matemáticas y ciencias naturales,"Geología, otros programas de ciencias naturales",24.0,2,Trimestral,2024-07-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183148+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116332,ESPECIALIZACIÓN EN FINANZAS COMPUTACIONALES,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,24.0,2,Trimestral,2024-01-05,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183267+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116334,ESPECIALIZACIÓN EN GESTIÓN DE PROYECTOS DE COOPERACIÓN INTERNACIONAL,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,"Ciencia política, relaciones internacionales",24.0,2,Trimestral,2024-01-05,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183390+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116751,ESPECIALIZACIÓN EN METODOLOGÍA BIM PARA PROYECTOS DE CONSTRUCCIÓN,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Ingeniería, arquitectura, urbanismo y afines",Arquitectura y afines,24.0,2,Cuatrimestral,2024-02-05,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183514+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116169,MAESTRÍA EN ADMINISTRACIÓN – MBA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Administración,36.0,3,Trimestral,2023-08-17,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183637+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,117059,MAESTRÍA EN ANALÍTICA DE NEGOCIOS,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,36.0,3,Trimestral,2024-07-24,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183765+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,105520,MERCADEO,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Administración,136.0,8,Semestral,2016-04-29,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.183904+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116333,TECNOLOGÍA EN COMERCIO INTERNACIONAL,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,80.0,5,Trimestral,2024-01-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184030+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116725,TECNOLOGÍA EN CREACIÓN Y PRODUCCIÓN TRANSMEDIA,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Ingeniería, arquitectura, urbanismo y afines","Ingeniería electrónica, telecomunicaciones y afines",80.0,5,Trimestral,2024-03-01,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184151+00:00,HECAA - Ministerio de Educación Nacional
FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO,1707,1707,,116636,TECNOLOGÍA EN GESTIÓN DE BASES DE DATOS,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Sin información,Sin clasificar,80.0,5,Trimestral,2024-01-10,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184274+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,1730,118339,ADMINISTRACION DE EMPRESAS,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Administración,141.0,8,Por cohorte,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184393+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,1734,118350,CIENCIA DE DATOS,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Matemáticas y ciencias naturales,"Matemáticas, estadística y afines",135.0,8,Por cohorte,2025-10-15,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184523+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,906,115864,CONTADURIA PUBLICA,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Contaduría pública,146.0,8,Por cohorte,2023-02-28,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184643+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,889,115826,DERECHO,Activo,Pregrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,Ciencias sociales y humanas,Derecho y afines,152.0,9,Por cohorte,2020-02-21,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184762+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,,118208,ESPECIALIZACIÓN EN ALTA GERENCIA,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Administración,26.0,2,Por cohorte,2025-08-19,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.184901+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,178,111507,ESPECIALIZACION EN AUDITORIA Y CONTROL,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Contaduría pública,28.0,2,Por cohorte,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.185034+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,890,115827,ESPECIALIZACION EN CIENCIAS TRIBUTARIAS,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Contaduría pública,30.0,2,Por cohorte,2019-12-18,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.185152+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,1785,118417,ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Administración,28.0,2,Por cohorte,2026-01-16,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.185268+00:00,HECAA - Ministerio de Educación Nacional
UNIVERSIDAD CENTRAL,1709,1709,,107149,ESPECIALIZACIÓN EN PUBLICIDAD DIGITAL,Activo,Posgrado,Virtual,Registro calificado,"Bogotá, D.C.","Bogotá, D.C.",,"Economía, administración, contaduría y afines",Administración,24.0,3,Trimestral,2018-07-09,,https://hecaa.mineducacion.gov.co/consultaspublicas/programas,,2026-05-16T19:48:32.185501+00:00,HECAA - Ministerio de Educación Nacional
